En el segundo filtro se busca obtener solo los miembros que permitan al menos 5 huespedes
,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2523,1208699686866951385,https://www.airbnb.com/rooms/1208699686866951385,20240923134023,2024-09-23,city scrape,"1841 Georgian Townhouse, Parking x 1, Clifton","Please see our 2 other Airbnbs for further availability and bed options. All listings independent / not shared. The penthouse is a top 10% Airbnb 🏆 <br /><br />Just off Whiteladies Road, near the cinema.<br /><br />Impressively decorated. On the ground floor of a historical Georgian period townhouse built in 1841. In a safe, affluent, well-located part of the city.<br /><br />Near centre, university main campus, Park Street, Suspension bridge & Clifton Village. Temple Meads station a short bus ride.<br /><br />Garden / city views","Grand Georgian townhouses line the streets and crescents of affluent, leafy Clifton. Our property is in a quiet / peaceful side road just off Whiteladies Road, where you'll find many buzzing bars and restaurants. Nearby Clifton Village is home to upscale boutiques and quirky indie shops. Clifton Downs is- popular for many activities including kite-flying, music events, exercise and walking. Brunel's landmark Clifton Suspension Bridge straddles the Avon Gorge and is a must-see.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIwODY5OTY4Njg2Njk1MTM4NQ%3D%3D/original/e3a8f074-16d7-4e3b-a5ed-ec69e80b3402.jpeg,431546023,https://www.airbnb.com/users/show/431546023,Philip,2021-11-12,"Bristol, United Kingdom",,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-431546023/original/3aecce64-5918-425b-8bf9-80cad527141e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-431546023/original/3aecce64-5918-425b-8bf9-80cad527141e.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,,51.46222,-2.61056,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Oven"", ""Portable fans"", ""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Exterior security cameras on property"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""43 inch HDTV"", ""Washer"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Paid street parking off premises"", ""Lockbox"", ""Toaster"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Body soap"", ""Shampoo"", ""Fire extinguisher"", ""Heating"", ""Microwave""]",$116.00,3,15,3.0,7.0,1125.0,1125.0,3.2,1125.0,,t,30,60,90,131,2024-09-23,6,6,2,2024-07-31,2024-09-02,5.0,5.0,5.0,5.0,5.0,5.0,4.83,,f,3,3,0,0,3.27
2527,1211362786666584688,https://www.airbnb.com/rooms/1211362786666584688,20240923134023,2024-09-23,previous scrape,10 bedroom/8 bathroom house sleeps 15!,"This large, 10 bedroom house with 8 bathrooms is part of our long stay collection, provided for your working stay in Bristol.<br />For your comfort there are two kitchens and a lounge/TV room which opens on to the private terrace.<br />Free parking on street outside.<br />This location provides easy access to the city and surrounding areas:<br />10 minute drive to Aztec West/MOD/Aerospace/Rolls Royce<br />10 minute drive to M5 motorway network<br />10 minute drive to city centre<br />20 minute drive to Avonmouth/Portbury docks",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIxMTM2Mjc4NjY2NjU4NDY4OA%3D%3D/original/5ee8b4d0-ae1b-4bc4-98b2-43cb2db96ee0.jpeg,51686051,https://www.airbnb.com/users/show/51686051,Michael,2015-12-18,"Bristol, United Kingdom","Welcome to MyCityHaven We're here to help you enjoy your stay with us in Bristol, Bath, South Wales and the South West of England. 

Find us online to book direct for the best rates!",within an hour,97%,97%,f,https://a0.muscache.com/im/pictures/user/f542490b-327d-400f-846d-9681c8b406a7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f542490b-327d-400f-846d-9681c8b406a7.jpg?aki_policy=profile_x_medium,,28,38,"['phone', 'work_email']",t,t,,Lockleaze,,51.49151,-2.57529,Entire home,Entire home/apt,15,,8 baths,10.0,,"[""Oven"", ""Private patio or balcony"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Clothing storage: wardrobe and dresser"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Pets allowed"", ""Kitchen"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""TV"", ""Housekeeping - available at extra cost"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Central heating"", ""Baking sheet"", ""Hangers"", ""Electric stove"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]",,14,365,14.0,14.0,365.0,365.0,14.0,365.0,,t,18,48,70,70,2024-09-23,0,0,0,,,,,,,,,,,t,20,20,0,0,
2529,1211479428244111891,https://www.airbnb.com/rooms/1211479428244111891,20240923134023,2024-09-23,city scrape,higgihaus 3a 4 Bed Small groups,"Stylish house that accommodates groups of up to 8. Located in Stokes Croft, the city’s most ‘hip and happening’ neighbourhood!","The higgihaus@cheltenhamlane (#3a) sits in a hidden no-through lane and is a mere stone's throw from the Cheltenham and Gloucester Roads. Both are chock full of shops, restaurants, bars, coffee shops, pubs, supermarkets and all the transport options you’ll likely need when staying in our awesome city (including the train at Montpelier). Stokes Croft (famed for its street art) is a hop, skip and a jump away in one direction and the independent traders on the Gloucester Road (known locally as Bristol's Indie Shopping District) a couple of minutes in the other.",https://a0.muscache.com/pictures/prohost-api/Hosting-1211479428244111891/original/fad14a46-caf7-4049-8c83-b4b5ff301ddd.jpeg,164934575,https://www.airbnb.com/users/show/164934575,Luke,2017-12-30,"Bristol, United Kingdom","At higgihaus we're on a mission to deliver the sort of accommodation we love to stay in when we're travelling - comfortable, convivial, achingly stylish and that somehow manages to capture that elusive 'it feels good, but I'm not sure why' feeling. 

Founded by Luke Spikes in 2017, higgihaus will be bringing its unique brand of 'place to stay' to urban locations across the United Kingdom. For now, we're focused on Bristol and Cardiff and would love for you to stay with us when you, your family, and friends visit these awesome cities.",within an hour,98%,99%,t,https://a0.muscache.com/im/pictures/user/105a4946-a5f6-4278-a59a-5ef2039f4650.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/105a4946-a5f6-4278-a59a-5ef2039f4650.jpg?aki_policy=profile_x_medium,,35,53,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Ashley,,51.46859,-2.59099,Entire home,Entire home/apt,8,3.0,3 baths,4.0,8.0,"[""Oven"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Self check-in"", ""Smart lock"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$383.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,28,2024-09-23,0,0,0,,,,,,,,,,,f,27,27,0,0,
2530,1212109445271389635,https://www.airbnb.com/rooms/1212109445271389635,20240923134023,2024-09-23,city scrape,"Contractors,discounts*parking,WIFI, Central *!","✉ 𝗦𝗣𝗘𝗖𝗜𝗔𝗟 𝗥𝗔𝗧𝗘𝗦 𝗔𝗩𝗔𝗜𝗟𝗔𝗕𝗟𝗘 ✉ ★ Special Offer Available ★ Weekly/Monthly Booking For 2024Available. <br />🗝 5 large  Bedrooms 3 superking and 2 kingsize all ziplink 🗝 Sleeps Up to 10 Guests  🗝 Free WIFI <br /> <br />FOR BUSINESS TRAVELERS & CONTRACTORS, FAMILY RELOCATION FULLY FURNISHED 5 BEDROOM  RESIDENTIAL HOUSE AVAILABLE TODAY ( ALL BILLS INCLUDED) WITH VELLE SERVICED ACCOMMODATION,  BRISTOLl*",,https://a0.muscache.com/pictures/hosting/Hosting-1212109445271389635/original/4a29dd54-1488-4e74-92f2-6edf91e24a5c.png,519751936,https://www.airbnb.com/users/show/519751936,Adam,2023-06-13,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-519751936/original/ee965838-e5af-40a8-a7f1-e860c5e9eaa6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-519751936/original/ee965838-e5af-40a8-a7f1-e860c5e9eaa6.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Ashley,,51.46626,-2.58313,Entire home,Entire home/apt,10,0.0,0 baths,5.0,5.0,"[""Room-darkening shades"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""First aid kit"", ""Carbon monoxide alarm"", ""Clothing storage"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Heating""]",$230.00,14,365,14.0,14.0,365.0,365.0,14.0,365.0,,t,0,2,30,298,2024-09-23,3,3,0,2024-08-01,2024-08-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,1.67
2536,1213647321337749239,https://www.airbnb.com/rooms/1213647321337749239,20240923134023,2024-09-23,previous scrape,Colourful family (entire) home.,"We love our colourful fun family home on a quiet street in a lovely neighbourhood in Bristol. Big kitchen that gets sun all day, fun garden for BBQs and kids, pretty lounge with big sofa and bay window bench for relaxing afternoon sun. The street is quiet but only 20 mins walk from the city centre, 10 mins walk to the fun vibrant shops and restaurants of Gloucester Rd (Europe's longest street of independent shops!) and  5 mins walk from St Andrews park and Narroways nature reserve.",,https://a0.muscache.com/pictures/miso/Hosting-554083373053076651/original/194a996f-b606-4c0e-ae48-e72535efdab0.jpeg,1924253,https://www.airbnb.com/users/show/1924253,Vicky,2012-03-14,"London, United Kingdom","Family with 2 kids and a dog in Bristol. Enjoy sunshine, peace and quiet, food markets, eating al fresco, beaches, swimming and bbq nights. ",within a few hours,100%,38%,f,https://a0.muscache.com/im/users/1924253/profile_pic/1331768536/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1924253/profile_pic/1331768536/original.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Ashley,,51.47197,-2.58435,Entire home,Entire home/apt,6,,1 bath,3.0,,"[""Kitchen"", ""Lockbox"", ""Self check-in"", ""Washer"", ""BBQ grill"", ""First aid kit"", ""Wifi"", ""Outdoor dining area"", ""Indoor fireplace"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Smoke alarm""]",,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,0,262,2024-09-23,1,1,0,2024-08-18,2024-08-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,1,0,0.81
2538,1214961431452450547,https://www.airbnb.com/rooms/1214961431452450547,20240923134023,2024-09-23,city scrape,"Architecturally designed house, 3 outside areas","An exquisite and substantial (circa 2,900 sq.ft.) four bedroom period coach house situated in a prime Clifton Village location. Enjoying a breath-taking interior layout that has been architecturally designed with open plan living space. Fantastic bathrooms that exude style, whilst also offering ample outdoor space with 3 separate terraces, in the heart of Clifton just 50 meters from shops, bars and cafes, yet very private and quiet. Parking and electric car charger.",,https://a0.muscache.com/pictures/miso/Hosting-1214961431452450547/original/f75c7ff5-159a-42e8-9e22-9f68a710fbdf.jpeg,32620239,https://www.airbnb.com/users/show/32620239,Lloyd,2015-05-04,"Bristol, United Kingdom",,within a few hours,83%,100%,f,https://a0.muscache.com/im/users/32620239/profile_pic/1430780858/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32620239/profile_pic/1430780858/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Clifton,,51.4542671,-2.6216867,Entire townhouse,Entire home/apt,8,3.5,3.5 baths,4.0,4.0,"[""EV charger - level 2"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Bed linens"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Refrigerator"", ""Washer"", ""TV"", ""Building staff"", ""Drying rack for clothing"", ""Housekeeping - available at extra cost"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Dryer"", ""Central heating"", ""Crib"", ""Cleaning products"", ""Free parking on premises"", ""Self check-in"", ""Stainless steel oven"", ""Wifi"", ""Essentials"", ""Shampoo""]",$529.00,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,30,54,82,82,2024-09-23,1,1,1,2024-08-26,2024-08-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,1.0
2542,1215850948860855562,https://www.airbnb.com/rooms/1215850948860855562,20240923134023,2024-09-23,city scrape,"Minimilistic, clean",Forget your worries in this spacious and serene space.,,https://a0.muscache.com/pictures/miso/Hosting-1215850948860855562/original/d410cade-9c76-49d4-93af-4bb9a1aa4dca.jpeg,330823628,https://www.airbnb.com/users/show/330823628,Clifford George,2020-01-26,,,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Hengrove & Whitchurch Park,,51.42450512742904,-2.5631170012073268,Entire home,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Infesit refrigerator"", ""Clothing storage: wardrobe"", ""Induction stove"", ""Dining table"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Housekeeping - available at extra cost"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""AEG oven"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Exercise equipment"", ""Host greets you"", ""Private entrance"", ""Dedicated workspace"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware""]",$80.00,3,30,3.0,3.0,30.0,30.0,3.0,30.0,,t,19,49,79,354,2024-09-23,0,0,0,,,,,,,,,,,t,1,1,0,0,
2548,1217284332196480064,https://www.airbnb.com/rooms/1217284332196480064,20240923134023,2024-09-23,city scrape,Totterdown House with Views & Garden,"This fantastic newly renovated home in one of Totterdown's colourful Victorian houses with free street parking.<br /> <br />There is a master bedroom with a king size bed, a second double bedroom and a third bedroom with twin beds. There are two bathrooms, one upstairs and a second downstairs.<br /> <br />The garden has three dining areas with plenty of seating options to enjoy the spectacular views across Totterdown and beyond.<br /> <br />Totterdown has great pubs, grocery stores and eateries all on your doorstep.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIxNzI4NDMzMjE5NjQ4MDA2NA%3D%3D/original/c54c1604-ce67-440f-8f7b-1e1e90b0b46b.jpeg,259453867,https://www.airbnb.com/users/show/259453867,Carmella,2019-05-02,"Bristol, United Kingdom",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/17abaedd-2e9c-4dc4-9195-601a92a161da.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/17abaedd-2e9c-4dc4-9195-601a92a161da.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Windmill Hill,,51.44372953870296,-2.5804633271398503,Entire home,Entire home/apt,8,1.5,1.5 baths,3.0,4.0,"[""Oven"", ""Private outdoor kitchen"", ""Books and reading material"", ""Induction stove"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Outdoor furniture"", ""Clothing storage: dresser"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Free dryer \u2013 In building"", ""Wifi"", ""Body soap"", ""Shampoo"", ""Dishes and silverware"", ""Microwave""]",$196.00,3,1125,3.0,3.0,3.0,1125.0,3.0,859.4,,t,21,47,74,250,2024-09-23,2,2,2,2024-08-28,2024-09-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,2.0
2551,1218286015810288974,https://www.airbnb.com/rooms/1218286015810288974,20240923134023,2024-09-23,previous scrape,"Cosy 4-Bed Horfield, Bristol Gloucester Rd  Filton","Discover Your Ideal Bristol Stay!<br /><br />Welcome to our spacious 4-bedroom house, located just a short walk from the lively Gloucester Road and within easy reach of Filton. Perfect for families, friends, or business travelers, this home offers all the comfort and amenities you need for a memorable stay.","Situated on the lively Filton Avenue, our property offers easy access to local cafes, restaurants, and shops. Public transport is just a short walk away, making it simple to explore the city's attractions. You’ll love being part of this relaxed neighbourhood that is also close to the busy social scene of Gloucester Road. Conveniently near restaurants, supermarkets with vibrant bars and coffee shops all just minutes away.",https://a0.muscache.com/pictures/prohost-api/Hosting-1218286015810288974/original/d92eab3d-22bf-4b34-b7d1-9fa705516a2a.jpeg,46399716,https://www.airbnb.com/users/show/46399716,Charles,2015-10-12,"England, United Kingdom",,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/8488c990-41b0-4c31-892c-9f5f5ae84ccf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8488c990-41b0-4c31-892c-9f5f5ae84ccf.jpg?aki_policy=profile_x_medium,,9,30,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Lockleaze,,51.49022,-2.57717,Entire home,Entire home/apt,8,,1 bath,4.0,,"[""Game console: Xbox 360"", ""Oven"", ""Books and reading material"", ""Dining table"", ""Clothing storage: wardrobe and dresser"", ""Stove"", ""Hot water kettle"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Drying rack for clothing"", ""Free washer \u2013 In unit"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Private entrance"", ""Central heating"", ""Backyard"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Board games"", ""Dishes and silverware"", ""Microwave""]",,3,45,2.0,4.0,45.0,45.0,3.9,45.0,,t,29,59,89,179,2024-09-23,2,2,2,2024-09-06,2024-09-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,7,7,0,0,2.0
2559,1221766850005146650,https://www.airbnb.com/rooms/1221766850005146650,20240923134023,2024-09-23,city scrape,Stylish Bristol Penthouse - Private Rooftop,"Welcome to Your Home Away from Home!<br /><br />Discover the perfect blend of comfort, convenience, and charm in our thoughtfully designed accommodation. Whether you're here for business, a family getaway, or a solo retreat, our space offers everything you need to feel right at home.",,https://a0.muscache.com/pictures/miso/Hosting-1221766850005146650/original/5d85333f-5039-46fc-8934-a915c467df61.jpeg,152788806,https://www.airbnb.com/users/show/152788806,Pass The Property,2017-10-01,"Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 Luxury Serviced Accommodation Management Company.

Thank you for choosing one of our lovely places to stay.

We are operational in 25 cities in the UK and manage  2 properties in Australia, maximising our clients yields. Get in touch for more information.  

Complete end to end management for 14%+VAT fixed fee nationwide. 

Check us out on your favourite search engine ",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_x_medium,,190,343,"['email', 'phone', 'work_email']",t,t,,Lawrence Hill,,51.45669,-2.57718,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Clothing storage"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$190.00,2,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,12,42,72,169,2024-09-23,0,0,0,,,,,,,,,,,t,23,23,0,0,
2560,1221770215443183336,https://www.airbnb.com/rooms/1221770215443183336,20240923134023,2024-09-23,city scrape,"Ground Floor, 2 bedroom apartment in Clifton","nap offers a choice of different apartment types which could range from studios to 8 bedroom apartments across Bristol<br />- Modern Apartments<br />- Luxury Beds<br />- Fully equipped kitchen<br />- Weekly housekeeping services<br />- Coffee Machines and Coffee Pods<br />- Hairdryer<br />- Linen, Towels and Toiletries are included (Bramley - all natural toiletries)","Clifton Village is home to upscale boutiques and quirky indie shops, and the buzzing bars and restaurants around Whiteladies Road are packed with students and locals. Clifton Down is popular for kite-flying.",https://a0.muscache.com/pictures/prohost-api/Hosting-1221770215443183336/original/86211e30-b3cd-44e7-b696-a078f47e2dfe.jpeg,489685404,https://www.airbnb.com/users/show/489685404,Nap,2022-11-30,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/0d123b8e-30d3-49c9-ba57-e83fd8de6f41.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0d123b8e-30d3-49c9-ba57-e83fd8de6f41.jpg?aki_policy=profile_x_medium,,13,22,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,,51.45417,-2.61086,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,"[""Cleaning available during stay"", ""Oven"", ""Clothing storage: wardrobe"", ""Dining table"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Exterior security cameras on property"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Single level home"", ""Refrigerator"", ""Washer"", ""Drying rack for clothing"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Cooking basics"", ""HDTV"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Baking sheet"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""High chair"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$243.00,1,365,1.0,3.0,731.0,731.0,1.9,731.0,,t,0,0,30,120,2024-09-23,1,1,1,2024-09-08,2024-09-08,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,t,13,13,0,0,1.0
2561,1222154951682269365,https://www.airbnb.com/rooms/1222154951682269365,20240923134023,2024-09-23,city scrape,"Beautiful House,Free Parking And A spacious Garden","Relax with the whole family at this peaceful place to stay.<br /><br />This is a brand new  modern spacious house ready welcome you. <br /><br />With a bus stop round the corner to the centre of Bristol this location is beyond perfect. <br /><br />St George park is a 5 minute drive, along with local shops and bars.",,https://a0.muscache.com/pictures/hosting/Hosting-1222154951682269365/original/b13baba5-8608-4102-bb9d-56ce32f9d2c8.jpeg,115957374,https://www.airbnb.com/users/show/115957374,Leroy,2017-02-11,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/a9cc983a-c176-4cd8-98b4-8d7d369d5a14.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/a9cc983a-c176-4cd8-98b4-8d7d369d5a14.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,,St George Central,,51.46264,-2.53432,Entire home,Entire home/apt,6,1.0,1 bath,3.0,2.0,"[""Oven"", ""Books and reading material"", ""Dining table"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Wine glasses"", ""Kitchen"", ""Conditioner"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Bread maker"", ""Coffee"", ""Free parking on premises"", ""Cleaning products"", ""Self check-in"", ""Wifi"", ""Body soap"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$182.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,24,43,70,317,2024-09-23,2,2,2,2024-09-01,2024-09-15,5.0,4.0,5.0,5.0,4.5,5.0,5.0,,f,1,1,0,0,2.0
