,host_name,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,license,instant_bookable,first_review,last_review,host_response_rate,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2581,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Windmill Hill,Entire rental unit,Entire home/apt,1 bath,"[""Long term stays allowed"", ""Backyard"", ""Free street parking"", ""Refrigerator"", ""Washer"", ""TV"", ""Wifi"", ""Body soap"", ""Hot water kettle"", ""Heating"", ""Kitchen""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2582,Rosanna,2012-07-16,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Bishopston & Ashley Down,Private room in rental unit,Private room,Shared half-bath,"[""Books and reading material"", ""Hot water"", ""Bed linens"", ""Hair dryer"", ""Conditioner"", ""Shampoo"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lock on bedroom door"", ""Lockbox"", ""Free street parking"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Clothing storage"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Coffee"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-08-30,2024-09-20,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2583,Elena,2015-04-23,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Southville,Entire rental unit,Entire home/apt,1 bath,"[""Bathtub"", ""Free parking on premises"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2584,Jayne,2015-07-20,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,f,No specified,Brislington East,Private room in home,Private room,1 bath,"[""Standalone high chair - available upon request"", ""Books and reading material"", ""Portable fans"", ""Hot water"", ""Exterior security cameras on property"", ""Portable heater"", ""Bed linens"", ""Hair dryer"", ""Outdoor furniture"", ""Clothing storage: dresser"", ""TV"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Bayliss and Harding body soap"", ""Mini fridge"", ""Smoke alarm"", ""Bathtub"", ""Bidet"", ""First aid kit"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Coffee"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-08-25,2024-09-08,,,21.2,51.5,-2.5437523797154427,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
2585,Hussain,2017-01-19,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Westbury-on-Trym & Henleaze,Private room in rental unit,Private room,Private half-bath,"[""Kitchen"", ""Free parking on premises"", ""TV"", ""Exterior security cameras on property"", ""Wifi"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-08-26,2024-09-15,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
2586,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,Entire rental unit,Entire home/apt,1 bath,"[""Stove"", ""Wine glasses"", ""Hot water"", ""Indoor fireplace"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Shampoo"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Sound system"", ""Carbon monoxide alarm"", ""Wifi"", ""Hot water kettle"", ""Coffee"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2587,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Southville,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Paid parking off premises"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Long term stays allowed"", ""Clothing storage"", ""Hangers"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-09,2024-09-09,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2588,Ruth,2013-10-20,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,No specified,St George Central,Private room in home,Private room,2 baths,"[""Kitchen"", ""Free parking on premises"", ""Washer"", ""TV"", ""BBQ grill"", ""First aid kit"", ""Wifi"", ""Outdoor dining area"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-08-30,2024-09-23,,,21.2,51.5,-2.53086,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2589,Aaronjeet Singh,2024-06-03,No location,within an hour,t,Not specified,"['email', 'phone']",f,t,No specified,Central,Entire rental unit,Entire home/apt,4.5 baths,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""Shower gel"", ""Smoke alarm"", ""Lockbox"", ""Bathtub"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee"", ""Clothing storage"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-01,2024-09-07,,,21.2,51.5,-2.5,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2590,Rachel Emma,2021-03-11,"England, United Kingdom",within an hour,f,Not specified,['phone'],t,f,Neighborhood highlights,Hotwells & Harbourside,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Blender"", ""Shower gel"", ""Smoke alarm"", ""Lockbox"", ""Bathtub"", ""Cooking basics"", ""Sound system"", ""Carbon monoxide alarm"", ""City skyline view"", ""Dedicated workspace"", ""Clothing storage"", ""Self check-in"", ""Hangers"", ""Sun loungers"", ""Wifi"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2591,Emma,2016-01-04,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Avonmouth & Lawrence Weston,Private room in home,Private room,1.5 baths,"[""Kitchen"", ""Free parking on premises"", ""Washer"", ""TV"", ""First aid kit"", ""Wifi"", ""Outdoor dining area"", ""Indoor fireplace"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-03,2024-09-03,,,21.2,51.49663,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2592,Piotr,2021-08-02,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,No specified,Southville,Private room in home,Private room,1 private bath,"[""Kitchen"", ""Bathtub"", ""Free street parking"", ""Smoke alarm"", ""Hangers"", ""Hot water"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Host greets you"", ""Hair dryer""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-05,2024-09-11,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2593,Pass The Property,2017-10-01,"Leeds, United Kingdom",within an hour,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Windmill Hill,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Clothing storage"", ""Dryer"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2594,Pass The Property,2017-10-01,"Leeds, United Kingdom",within an hour,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Stockwood,Entire home,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Pool table"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Clothing storage"", ""Backyard"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-06,2024-09-06,,,21.2,51.5,-2.55893,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2595,Kieran,2024-08-23,No location,within an hour,f,Not specified,['phone'],t,f,No specified,Filwood,Private room in rental unit,Private room,1 bath,"[""Clothing storage: wardrobe"", ""Dining table"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Shampoo"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lock on bedroom door"", ""Bathtub"", ""Private living room"", ""Carbon monoxide alarm"", ""Coffee"", ""Long term stays allowed"", ""Dryer"", ""Central heating"", ""Free parking on premises"", ""Hot water kettle"", ""Dishes and silverware"", ""Elevator""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-11,2024-09-11,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2596,Muhammad Adnan,2024-08-23,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Ashley,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""TV"", ""Shower gel"", ""Mini fridge"", ""Smoke alarm"", ""Lockbox"", ""Toaster"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Long term stays allowed"", ""Free parking on premises"", ""Self check-in"", ""Baking sheet"", ""Electric stove"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Elevator""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-01,2024-09-01,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2597,Happiness,2024-04-29,No location,within an hour,f,Not specified,"['email', 'phone']",t,f,No specified,Knowle,Private room in rental unit,Private room,1 shared bath,"[""Conditioner"", ""Clothing storage"", ""Washer"", ""Room-darkening shades"", ""Hangers"", ""Host greets you"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-07,2024-09-08,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2598,FabAccommodation,2022-01-08,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,No specified,Southmead,Entire home,Entire home/apt,2 baths,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Wine glasses"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Gas stove"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""TV"", ""Housekeeping - available at extra cost"", ""Drying rack for clothing"", ""Fast wifi \u2013 342 Mbps"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Coffee"", ""Long term stays allowed"", ""Clothing storage"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Coffee maker: espresso machine"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2599,Georgia,2016-03-25,"England, United Kingdom",within a few hours,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Bedminster,Private room in home,Private room,2 shared baths,"[""Kitchen"", ""Lock on bedroom door"", ""Washer"", ""TV"", ""Wifi"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2600,Pass The Property,2017-10-01,"Leeds, United Kingdom",within an hour,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Brislington East,Entire home,Entire home/apt,1.5 baths,"[""Oven"", ""Dining table"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Clothing storage"", ""Backyard"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.54559,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2601,Sandra,2014-04-10,"Bristol, United Kingdom",within a day,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Knowle,Private room in home,Private room,1 private bath,"[""Backyard"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Washer"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2602,Angela,2014-09-08,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Stoke Bishop,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Host greets you"", ""Carbon monoxide alarm"", ""Coffee"", ""Free parking on premises"", ""Wifi"", ""Body soap"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-15,2024-09-18,,,21.2,51.48808711693566,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2603,Sophia,2015-02-10,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Southville,Private room in home,Private room,1 bath,"[""Backyard"", ""Smoke alarm"", ""Washer"", ""Wifi"", ""Carbon monoxide alarm"", ""Kitchen""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2604,Connor,2019-06-29,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Eastville,Entire home,Entire home/apt,1.5 baths,"[""Kitchen"", ""Lockbox"", ""Free parking on premises"", ""Self check-in"", ""Washer"", ""TV"", ""Wifi"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-07,2024-09-07,,,21.2,51.48056,-2.54814,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2605,Christopher,2024-07-24,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Clifton,Entire rental unit,Entire home/apt,2 baths,"[""Oven"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Dedicated workspace"", ""Coffee"", ""Clothing storage"", ""Free parking on premises"", ""Cleaning products"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Body soap"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-09,2024-09-16,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2606,Pedro And Alina,2023-10-30,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Central,Entire rental unit,Entire home/apt,2 baths,"[""Cleaning available during stay"", ""Oven"", ""Books and reading material"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Mini fridge"", ""Patio or balcony"", ""Smoke alarm"", ""Body soap"", ""Children\u2019s dinnerware"", ""Iron"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Babysitter recommendations"", ""Children\u2019s books and toys"", ""First aid kit"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Clothing storage"", ""Cleaning products"", ""Board games"", ""Baking sheet"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-14,2024-09-14,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,3.9,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
